age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,order_month,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
23.0,4.8,fog,jam,2,meal,motorcycle,1.0,no,metropolitian,32,3,1,15.0,evening,16.38385607184808,very_long
39.0,4.9,stormy,high,0,buffet,motorcycle,1.0,no,metropolitian,39,3,0,10.0,afternoon,6.128363939648455,medium
20.0,5.0,fog,low,1,meal,scooter,1.0,no,urban,24,3,0,15.0,night,13.972036025783177,long
34.0,5.0,cloudy,medium,0,buffet,motorcycle,2.0,no,metropolitian,45,3,0,5.0,evening,19.976027554946448,very_long
20.0,4.8,sunny,jam,1,meal,scooter,0.0,no,metropolitian,16,3,0,10.0,evening,10.906553214977128,long
36.0,4.9,windy,medium,1,snack,scooter,0.0,no,metropolitian,28,3,0,10.0,afternoon,7.546800541055753,medium
32.0,4.7,sandstorms,medium,0,buffet,motorcycle,1.0,no,metropolitian,33,3,1,5.0,afternoon,9.348403522662325,medium
26.0,4.7,windy,high,0,buffet,motorcycle,0.0,no,urban,20,2,0,10.0,afternoon,5.860245226449053,medium
35.0,4.8,sandstorms,low,0,snack,motorcycle,1.0,no,urban,29,3,1,15.0,night,10.704672233866505,long
23.0,5.0,cloudy,medium,1,buffet,motorcycle,1.0,no,urban,15,2,0,15.0,afternoon,4.395007361329002,short
24.0,5.0,sunny,jam,1,buffet,scooter,1.0,no,,22,3,0,5.0,evening,,
20.0,4.9,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,24,3,0,10.0,night,12.255817809722814,long
26.0,4.9,cloudy,medium,2,snack,motorcycle,0.0,no,urban,10,3,1,10.0,afternoon,7.447061074885405,medium
39.0,4.8,stormy,medium,2,snack,scooter,0.0,no,urban,28,2,1,5.0,afternoon,12.10716421471157,long
26.0,4.7,cloudy,high,2,drinks,scooter,0.0,no,metropolitian,25,3,0,5.0,morning,2.9794951426843785,short
22.0,4.9,fog,medium,1,buffet,motorcycle,0.0,no,metropolitian,31,3,0,5.0,evening,13.97194896017493,long
21.0,4.7,sunny,high,2,snack,scooter,1.0,no,metropolitian,15,3,0,10.0,morning,6.116387229265562,medium
32.0,4.1,fog,jam,1,snack,motorcycle,3.0,no,metropolitian,44,3,0,10.0,evening,19.760798007029905,very_long
39.0,4.9,stormy,high,2,meal,electric_scooter,1.0,no,metropolitian,28,3,0,5.0,morning,1.5126000890232916,short
20.0,4.8,cloudy,jam,1,snack,scooter,0.0,no,metropolitian,38,3,1,10.0,evening,12.293290453033771,long
34.0,4.6,sandstorms,low,0,snack,motorcycle,1.0,no,urban,21,2,0,15.0,night,20.506954885363346,very_long
28.0,4.5,fog,medium,2,meal,scooter,0.0,no,metropolitian,29,2,0,5.0,afternoon,10.445135379079014,long
22.0,4.9,cloudy,low,2,meal,motorcycle,1.0,no,metropolitian,24,3,0,5.0,night,10.587815903448679,long
38.0,4.8,sunny,jam,2,drinks,motorcycle,0.0,no,metropolitian,15,3,1,15.0,evening,20.853426491969202,very_long
26.0,4.5,cloudy,low,2,snack,electric_scooter,1.0,no,metropolitian,13,3,0,5.0,morning,1.5527001159059903,short
38.0,4.3,sandstorms,medium,2,drinks,scooter,1.0,no,metropolitian,32,3,0,15.0,afternoon,6.050103074349793,medium
27.0,4.7,sandstorms,low,2,meal,electric_scooter,0.0,no,,10,3,1,5.0,night,,
30.0,4.8,fog,medium,2,meal,motorcycle,1.0,no,urban,16,2,0,10.0,evening,,
24.0,4.7,sunny,jam,2,snack,motorcycle,1.0,no,metropolitian,17,3,0,10.0,evening,20.857115324129595,very_long
32.0,4.7,cloudy,low,0,snack,motorcycle,0.0,no,metropolitian,21,3,0,10.0,morning,1.5580739318105787,short
31.0,4.5,stormy,jam,1,drinks,scooter,1.0,no,metropolitian,32,3,0,15.0,evening,10.709003371535417,long
25.0,4.9,sandstorms,medium,1,snack,scooter,1.0,no,metropolitian,29,4,1,15.0,afternoon,,
33.0,4.7,cloudy,medium,1,drinks,scooter,1.0,no,metropolitian,19,3,0,5.0,afternoon,7.60161677107109,medium
31.0,4.2,cloudy,high,2,snack,electric_scooter,1.0,no,metropolitian,38,3,1,5.0,afternoon,6.14663364596065,medium
27.0,4.8,fog,low,0,drinks,motorcycle,1.0,no,metropolitian,22,2,0,10.0,morning,,
36.0,4.7,stormy,jam,1,meal,scooter,1.0,no,metropolitian,27,3,0,15.0,evening,4.656557579510365,short
28.0,4.7,sandstorms,jam,2,buffet,scooter,0.0,no,metropolitian,27,3,0,15.0,night,12.294187491090893,long
37.0,4.7,sunny,low,2,meal,motorcycle,1.0,no,urban,14,4,0,15.0,night,,
32.0,4.4,cloudy,jam,1,buffet,motorcycle,2.0,no,metropolitian,39,3,1,5.0,evening,10.723989806656368,long
36.0,5.0,sandstorms,jam,0,snack,motorcycle,0.0,no,metropolitian,45,3,0,10.0,evening,4.537394871786294,short
25.0,4.9,fog,low,0,drinks,motorcycle,1.0,no,metropolitian,20,3,0,15.0,morning,3.1051455399287056,short
21.0,4.7,fog,low,2,drinks,scooter,0.0,no,metropolitian,15,3,0,10.0,night,9.314920531574971,medium
23.0,5.0,fog,medium,2,meal,electric_scooter,1.0,no,metropolitian,28,2,1,5.0,afternoon,10.80810834240692,long
29.0,4.6,stormy,jam,1,drinks,motorcycle,0.0,no,metropolitian,15,2,0,10.0,evening,16.476296407982375,very_long
22.0,4.9,sandstorms,low,1,snack,motorcycle,1.0,no,metropolitian,11,3,0,15.0,morning,3.0643351463849164,short
24.0,4.7,stormy,jam,1,meal,motorcycle,1.0,no,metropolitian,25,4,0,5.0,night,16.902806732498032,very_long
22.0,4.9,stormy,jam,1,drinks,motorcycle,0.0,no,metropolitian,29,3,1,15.0,night,10.427235657896496,long
22.0,4.8,windy,medium,2,snack,motorcycle,0.0,no,metropolitian,27,2,0,10.0,afternoon,5.952135257928492,medium
33.0,4.8,windy,jam,1,buffet,motorcycle,1.0,no,metropolitian,30,3,0,10.0,evening,4.560740459631507,short
26.0,4.9,cloudy,jam,0,meal,motorcycle,2.0,no,metropolitian,42,2,1,5.0,night,19.83950910656183,very_long
32.0,4.2,cloudy,jam,1,buffet,motorcycle,1.0,no,metropolitian,33,3,1,10.0,night,9.315028811002955,medium
25.0,4.8,fog,medium,1,snack,motorcycle,1.0,no,metropolitian,17,3,0,15.0,afternoon,9.219878421275038,medium
22.0,4.7,windy,low,2,snack,motorcycle,0.0,no,metropolitian,13,4,0,15.0,night,9.348052751110616,medium
26.0,4.8,cloudy,low,0,drinks,motorcycle,1.0,no,,20,3,1,5.0,morning,3.0188764660307563,short
24.0,4.6,fog,low,2,snack,motorcycle,1.0,no,urban,13,3,0,15.0,night,4.544085706303389,short
36.0,4.9,sandstorms,low,0,drinks,motorcycle,1.0,no,urban,23,3,0,15.0,night,17.074904296042025,very_long
34.0,4.9,sunny,medium,1,meal,motorcycle,1.0,no,metropolitian,24,3,1,15.0,afternoon,7.601614738321588,medium
28.0,4.6,cloudy,jam,1,drinks,motorcycle,1.0,no,metropolitian,34,3,0,10.0,evening,,
20.0,4.9,stormy,medium,0,drinks,motorcycle,1.0,no,metropolitian,29,3,0,5.0,evening,8.937806252924872,medium
21.0,2.5,sunny,low,2,meal,motorcycle,1.0,no,urban,31,4,0,10.0,night,13.631440268080546,long
35.0,4.1,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,35,2,0,10.0,afternoon,4.631964404415083,short
22.0,4.9,sunny,jam,2,snack,scooter,0.0,no,urban,11,3,0,10.0,evening,7.651068542725116,medium
26.0,4.7,cloudy,jam,2,snack,electric_scooter,1.0,no,urban,34,3,0,10.0,evening,7.648322354566645,medium
21.0,4.9,stormy,medium,2,buffet,electric_scooter,1.0,no,metropolitian,25,3,0,15.0,evening,16.384334344092046,very_long
29.0,4.9,stormy,jam,2,drinks,scooter,1.0,no,metropolitian,24,3,0,10.0,evening,9.314976789360623,medium
21.0,4.5,sunny,jam,0,drinks,motorcycle,0.0,no,urban,41,3,0,10.0,night,7.772253320446165,medium
30.0,4.6,windy,medium,1,meal,motorcycle,1.0,no,metropolitian,20,3,1,5.0,afternoon,12.238686345324815,long
32.0,4.9,fog,low,0,drinks,motorcycle,1.0,no,metropolitian,29,3,0,15.0,night,4.610367445745056,short
32.0,4.2,stormy,medium,0,meal,motorcycle,0.0,no,metropolitian,32,3,0,10.0,evening,13.407033668284814,long
26.0,4.2,sunny,high,0,buffet,motorcycle,0.0,no,metropolitian,43,3,0,15.0,morning,1.5147941817694572,short
21.0,4.7,windy,low,1,buffet,motorcycle,1.0,no,metropolitian,13,3,0,10.0,night,13.583460272389505,long
27.0,4.4,fog,jam,1,drinks,scooter,1.0,no,metropolitian,36,4,0,15.0,night,,
23.0,4.5,stormy,medium,1,drinks,motorcycle,1.0,no,metropolitian,28,3,0,10.0,evening,10.707286388618611,long
32.0,4.1,stormy,jam,1,meal,motorcycle,0.0,no,metropolitian,34,3,0,10.0,night,20.253686339517458,very_long
33.0,4.5,windy,medium,1,snack,scooter,0.0,no,metropolitian,28,2,0,10.0,evening,4.6819181980021165,short
33.0,4.6,fog,medium,0,buffet,motorcycle,0.0,no,metropolitian,28,3,1,15.0,afternoon,6.2178514120156425,medium
21.0,4.8,windy,medium,2,snack,scooter,1.0,no,metropolitian,27,3,0,10.0,evening,4.5611524272563715,short
24.0,4.7,cloudy,low,2,buffet,scooter,0.0,no,metropolitian,13,3,1,5.0,morning,2.979527470384624,short
20.0,4.6,sunny,jam,2,drinks,scooter,0.0,no,urban,19,3,0,10.0,evening,16.90165909457258,very_long
21.0,4.5,sunny,high,2,meal,scooter,0.0,no,urban,12,2,1,15.0,morning,1.492347495243951,short
36.0,4.4,windy,jam,2,snack,scooter,1.0,no,metropolitian,35,2,1,10.0,evening,13.392833798998302,long
21.0,4.1,fog,jam,2,drinks,electric_scooter,1.0,no,metropolitian,33,3,0,15.0,evening,4.658009428704457,short
32.0,4.9,fog,low,1,buffet,motorcycle,0.0,no,metropolitian,19,3,0,15.0,morning,3.104605953841284,short
25.0,4.6,cloudy,low,0,buffet,motorcycle,1.0,no,urban,19,3,0,5.0,morning,1.4901538808207615,short
20.0,4.8,windy,jam,2,meal,electric_scooter,1.0,no,metropolitian,29,3,0,10.0,night,7.546888128063204,medium
32.0,4.8,fog,low,0,buffet,motorcycle,1.0,no,metropolitian,38,3,1,10.0,night,12.099096916817198,long
27.0,4.7,cloudy,low,0,buffet,motorcycle,0.0,no,metropolitian,15,3,1,15.0,morning,3.0251492856775037,short
,,,,3,meal,electric_scooter,0.0,no,urban,22,4,0,,,10.72414547103075,long
38.0,4.2,fog,medium,1,meal,scooter,1.0,no,metropolitian,35,3,0,5.0,afternoon,13.989146264477116,long
27.0,4.6,fog,low,2,drinks,scooter,1.0,no,metropolitian,12,3,1,15.0,morning,3.1046911695399038,short
37.0,4.6,windy,medium,2,buffet,electric_scooter,1.0,no,metropolitian,30,3,1,5.0,afternoon,12.417907729746302,long
24.0,4.8,windy,low,2,drinks,scooter,0.0,no,,10,3,0,10.0,night,12.417115998944011,long
33.0,4.1,fog,high,1,meal,motorcycle,2.0,no,metropolitian,39,3,0,5.0,afternoon,6.117673772819904,medium
26.0,4.3,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,27,3,0,5.0,night,9.314862687658115,medium
26.0,4.6,stormy,medium,2,buffet,scooter,1.0,no,metropolitian,26,4,0,15.0,afternoon,16.384502397510182,very_long
20.0,4.6,windy,jam,1,buffet,scooter,1.0,no,metropolitian,23,3,0,15.0,evening,12.257490517738452,long
23.0,4.8,fog,jam,2,snack,scooter,0.0,no,metropolitian,32,3,0,15.0,evening,19.760743726313585,very_long
25.0,4.9,windy,medium,1,snack,scooter,0.0,no,,18,3,0,10.0,afternoon,19.976095320024395,very_long
32.0,5.0,cloudy,low,0,drinks,motorcycle,1.0,no,urban,26,2,0,15.0,morning,1.526394624358336,short
31.0,4.6,fog,jam,1,snack,motorcycle,1.0,no,metropolitian,29,2,0,10.0,evening,7.567357145716523,medium
34.0,4.6,cloudy,high,2,snack,electric_scooter,1.0,no,urban,28,2,0,15.0,morning,,
30.0,4.7,sunny,medium,2,buffet,scooter,1.0,no,urban,24,3,0,10.0,afternoon,20.182482607604513,very_long
24.0,4.9,sunny,medium,2,meal,electric_scooter,0.0,no,metropolitian,16,3,0,5.0,evening,4.528282400326012,short
38.0,3.6,stormy,jam,2,drinks,scooter,1.0,no,metropolitian,34,3,1,5.0,night,,
29.0,4.5,stormy,low,2,drinks,scooter,0.0,no,,12,4,0,15.0,night,4.674318760489487,short
21.0,4.6,stormy,medium,1,buffet,scooter,1.0,no,metropolitian,28,4,1,10.0,afternoon,20.252959556511744,very_long
38.0,4.0,cloudy,jam,1,drinks,scooter,2.0,no,metropolitian,45,3,0,10.0,night,10.427667505405807,long
30.0,4.8,stormy,jam,1,drinks,motorcycle,1.0,no,metropolitian,30,4,1,5.0,night,4.589965403039351,short
31.0,4.9,fog,medium,0,buffet,motorcycle,1.0,no,metropolitian,44,2,0,5.0,evening,19.088793977182952,very_long
27.0,4.7,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,35,3,0,15.0,night,13.78848075238715,long
30.0,4.2,sandstorms,jam,0,snack,motorcycle,3.0,no,metropolitian,47,2,0,10.0,evening,10.485823064915824,long
33.0,4.1,sandstorms,high,0,snack,motorcycle,1.0,no,metropolitian,31,3,0,5.0,afternoon,6.037529176542177,medium
37.0,4.5,fog,medium,1,drinks,motorcycle,1.0,no,metropolitian,18,3,0,15.0,afternoon,4.674280112157379,short
39.0,4.6,cloudy,jam,0,meal,motorcycle,2.0,yes,metropolitian,50,3,0,10.0,night,12.417687564200063,long
26.0,4.7,cloudy,medium,2,buffet,scooter,0.0,no,metropolitian,19,3,1,5.0,afternoon,4.544194013501194,short
36.0,4.7,sunny,jam,2,drinks,motorcycle,0.0,no,metropolitian,18,3,0,10.0,evening,9.192333207689474,medium
34.0,4.5,sandstorms,jam,1,drinks,motorcycle,1.0,no,metropolitian,26,3,1,5.0,night,17.076258901183188,very_long
24.0,4.8,sunny,low,1,drinks,motorcycle,1.0,no,urban,16,2,1,10.0,night,7.802542492622378,medium
24.0,5.0,cloudy,low,0,meal,motorcycle,0.0,no,metropolitian,15,3,0,15.0,morning,3.1089883297657854,short
21.0,4.8,windy,jam,2,meal,scooter,1.0,no,metropolitian,18,3,1,10.0,night,,
34.0,4.5,sunny,jam,0,snack,motorcycle,1.0,no,metropolitian,24,4,0,5.0,evening,,
32.0,4.0,stormy,jam,0,buffet,motorcycle,0.0,yes,metropolitian,43,3,0,10.0,evening,12.29378731203682,long
30.0,4.7,sunny,low,2,snack,electric_scooter,0.0,no,urban,15,4,1,15.0,morning,1.5203573134022046,short
32.0,4.8,sunny,medium,0,snack,motorcycle,1.0,no,metropolitian,27,4,0,15.0,afternoon,6.147383751705428,medium
31.0,4.6,sandstorms,jam,2,meal,electric_scooter,0.0,no,urban,29,3,0,5.0,evening,19.617824561450774,very_long
22.0,4.1,stormy,jam,0,meal,motorcycle,0.0,no,metropolitian,31,3,0,15.0,night,16.85256546543028,very_long
22.0,4.6,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,43,2,0,5.0,evening,10.417061581463948,long
33.0,4.5,cloudy,low,2,snack,scooter,1.0,no,metropolitian,19,3,0,5.0,morning,3.058924545938562,short
28.0,4.8,windy,jam,0,buffet,motorcycle,1.0,no,metropolitian,26,3,0,15.0,evening,12.292848945038811,long
25.0,5.0,stormy,jam,0,buffet,motorcycle,1.0,no,metropolitian,37,2,0,15.0,evening,,
33.0,4.5,fog,low,2,snack,electric_scooter,1.0,no,metropolitian,17,3,0,5.0,morning,1.5323596444882273,short
29.0,4.9,fog,low,2,snack,electric_scooter,0.0,no,urban,27,3,0,10.0,night,13.969116967730173,long
22.0,5.0,sunny,medium,1,meal,motorcycle,1.0,no,metropolitian,16,3,0,10.0,afternoon,4.663432201620595,short
35.0,4.9,sunny,low,1,meal,scooter,0.0,no,metropolitian,11,2,1,10.0,morning,1.465204236107831,short
27.0,4.7,fog,high,1,snack,scooter,0.0,no,metropolitian,31,4,0,5.0,morning,3.1161423837882567,short
39.0,5.0,cloudy,low,0,snack,motorcycle,1.0,no,metropolitian,22,3,0,5.0,morning,3.1161729217943797,short
22.0,4.9,fog,high,1,snack,motorcycle,0.0,no,metropolitian,28,3,1,10.0,morning,6.210589610314177,medium
23.0,4.6,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,44,3,0,5.0,evening,16.385045825961104,very_long
26.0,5.0,sunny,low,0,snack,motorcycle,1.0,no,metropolitian,24,3,1,15.0,night,19.88997830374344,very_long
24.0,4.9,windy,medium,0,snack,motorcycle,1.0,no,metropolitian,26,3,0,15.0,afternoon,10.586910515510665,long
33.0,4.9,sandstorms,high,2,meal,electric_scooter,1.0,no,urban,33,2,0,5.0,morning,1.513767561788863,short
22.0,4.9,windy,jam,1,meal,scooter,1.0,no,metropolitian,16,3,1,5.0,evening,19.916122613819716,very_long
30.0,4.4,stormy,jam,1,meal,motorcycle,1.0,no,metropolitian,32,2,0,15.0,evening,4.636103104060772,short
35.0,5.0,cloudy,medium,1,meal,scooter,1.0,no,metropolitian,43,3,1,15.0,evening,,
35.0,4.6,cloudy,low,2,buffet,scooter,0.0,no,urban,15,2,0,15.0,morning,,
21.0,4.9,sunny,low,0,drinks,motorcycle,1.0,no,metropolitian,18,3,0,10.0,morning,1.4895293820617894,short
29.0,4.1,sunny,jam,0,snack,motorcycle,1.0,no,metropolitian,31,3,1,15.0,night,10.725566076623075,long
25.0,4.8,stormy,medium,1,drinks,motorcycle,0.0,no,metropolitian,28,4,1,5.0,evening,13.40588385177958,long
37.0,4.6,fog,low,0,meal,motorcycle,,no,metropolitian,27,3,0,5.0,night,7.661373718933812,medium
35.0,4.9,windy,low,0,snack,motorcycle,0.0,no,metropolitian,20,2,0,15.0,night,19.83935367946772,very_long
39.0,4.7,fog,medium,2,buffet,scooter,0.0,no,metropolitian,15,3,1,10.0,evening,4.663432201620595,short
25.0,4.9,fog,jam,0,meal,motorcycle,1.0,no,metropolitian,41,3,0,5.0,night,10.757014337994882,long
27.0,5.0,sandstorms,jam,1,meal,scooter,1.0,no,metropolitian,23,4,1,10.0,evening,13.829931792649827,long
25.0,4.5,fog,medium,2,buffet,motorcycle,,no,metropolitian,19,2,0,5.0,afternoon,6.242543106402691,medium
38.0,4.0,fog,jam,1,buffet,scooter,0.0,no,metropolitian,32,2,0,15.0,evening,8.953274723589717,medium
20.0,4.9,windy,jam,1,snack,scooter,0.0,no,metropolitian,29,3,0,15.0,evening,19.975916923135387,very_long
28.0,4.9,stormy,low,2,drinks,scooter,0.0,no,metropolitian,12,3,1,15.0,,8.942954308598226,medium
36.0,4.6,sunny,low,0,snack,motorcycle,1.0,no,metropolitian,28,3,0,5.0,morning,3.025332706173566,short
25.0,4.6,cloudy,high,2,snack,motorcycle,1.0,no,urban,26,3,0,15.0,afternoon,6.232189890723436,medium
26.0,4.8,fog,low,1,meal,scooter,1.0,no,metropolitian,24,3,1,5.0,night,,
29.0,4.8,sandstorms,medium,2,meal,scooter,1.0,no,metropolitian,28,3,1,10.0,afternoon,4.561113588992224,short
23.0,4.6,sunny,jam,1,buffet,scooter,0.0,no,urban,12,3,0,15.0,evening,7.6461047483215205,medium
21.0,4.6,cloudy,low,1,snack,motorcycle,0.0,no,metropolitian,25,4,0,5.0,night,16.90295553948897,very_long
26.0,4.7,sandstorms,jam,1,buffet,motorcycle,0.0,no,metropolitian,13,3,0,10.0,evening,9.176379825815138,medium
38.0,4.8,fog,jam,1,drinks,scooter,1.0,no,metropolitian,30,3,1,5.0,evening,,
27.0,4.8,sandstorms,low,0,meal,motorcycle,1.0,no,urban,22,2,0,10.0,night,12.35263985896029,long
,,stormy,low,0,drinks,motorcycle,1.0,no,metropolitian,19,3,0,,,8.937919334801594,medium
29.0,4.9,cloudy,medium,2,meal,scooter,1.0,no,metropolitian,36,3,0,15.0,evening,17.074904532035713,very_long
23.0,4.0,stormy,medium,0,snack,motorcycle,1.0,no,metropolitian,32,3,0,10.0,evening,13.767318777064409,long
21.0,4.7,fog,jam,0,drinks,motorcycle,0.0,no,urban,35,3,0,5.0,evening,12.236723616598548,long
29.0,4.6,stormy,low,1,snack,scooter,0.0,no,urban,18,2,0,15.0,night,12.209940785785735,long
31.0,4.7,sunny,low,2,drinks,scooter,0.0,no,urban,17,3,0,5.0,night,7.648280480148492,medium
24.0,4.9,sunny,low,2,drinks,scooter,1.0,no,urban,16,4,0,15.0,night,9.219878421275038,medium
30.0,4.9,sunny,jam,2,drinks,electric_scooter,1.0,no,metropolitian,15,4,0,5.0,evening,7.57343592001983,medium
27.0,4.7,cloudy,low,0,buffet,motorcycle,1.0,no,urban,24,4,0,10.0,night,7.60161677107109,medium
28.0,4.6,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,46,3,1,5.0,evening,16.90165909457258,very_long
22.0,4.9,sandstorms,high,0,buffet,motorcycle,1.0,no,metropolitian,38,3,1,15.0,morning,6.23280716086554,medium
35.0,3.7,stormy,medium,1,buffet,motorcycle,0.0,no,metropolitian,33,3,0,15.0,afternoon,13.68092007746041,long
30.0,4.1,sandstorms,low,0,drinks,motorcycle,1.0,no,metropolitian,28,3,1,15.0,morning,,
27.0,5.0,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,27,3,0,10.0,evening,9.192119121311745,medium
36.0,4.1,sandstorms,high,0,snack,motorcycle,1.0,no,,37,3,0,10.0,afternoon,6.217525604924386,medium
26.0,4.5,windy,medium,1,snack,motorcycle,1.0,no,urban,26,2,0,10.0,afternoon,8.811388218295335,medium
22.0,4.9,stormy,jam,0,meal,motorcycle,1.0,no,metropolitian,27,3,0,5.0,night,12.43525673518922,long
20.0,4.9,sunny,low,2,snack,scooter,1.0,no,metropolitian,20,3,0,10.0,night,4.544085706303389,short
20.0,5.0,windy,medium,2,drinks,scooter,1.0,no,metropolitian,23,4,0,10.0,evening,7.660957436559021,medium
29.0,4.9,cloudy,jam,1,buffet,scooter,0.0,no,urban,30,3,1,10.0,night,10.590448391072325,long
31.0,4.5,sandstorms,medium,1,buffet,scooter,1.0,no,metropolitian,38,3,0,5.0,evening,19.620419296539986,very_long
33.0,4.2,windy,jam,0,snack,motorcycle,0.0,no,metropolitian,41,3,0,5.0,evening,7.60161677107109,medium
28.0,4.4,fog,jam,2,snack,electric_scooter,1.0,no,metropolitian,31,3,1,10.0,evening,12.464528059716372,long
24.0,4.8,sunny,jam,1,buffet,scooter,1.0,,metropolitian,13,3,1,15.0,evening,10.590448391072325,long
34.0,4.9,sandstorms,medium,1,snack,motorcycle,1.0,no,metropolitian,22,3,1,10.0,afternoon,16.63495545420892,very_long
31.0,4.9,cloudy,jam,0,meal,motorcycle,2.0,yes,metropolitian,42,4,0,10.0,evening,10.562878909252845,long
34.0,4.9,fog,low,0,snack,motorcycle,1.0,no,metropolitian,21,3,0,5.0,morning,3.105091096509636,short
30.0,3.5,cloudy,low,2,meal,motorcycle,1.0,no,metropolitian,32,3,1,5.0,night,16.852572769450653,very_long
28.0,4.8,sunny,medium,0,buffet,motorcycle,1.0,no,metropolitian,23,4,1,10.0,afternoon,16.660097204546265,very_long
30.0,4.5,sandstorms,low,1,drinks,motorcycle,0.0,no,urban,19,3,0,10.0,night,19.76027880154466,very_long
27.0,4.8,fog,jam,1,meal,scooter,0.0,no,metropolitian,30,3,0,5.0,evening,16.60119759495163,very_long
34.0,4.3,fog,low,2,drinks,motorcycle,1.0,no,urban,37,3,0,5.0,night,19.760907746586085,very_long
24.0,4.8,windy,high,1,meal,motorcycle,1.0,no,urban,20,2,0,15.0,morning,6.053998077148583,medium
33.0,4.7,fog,low,2,drinks,motorcycle,1.0,no,urban,19,3,0,10.0,morning,1.5322531674035038,short
33.0,4.9,sunny,jam,0,drinks,motorcycle,0.0,no,metropolitian,44,3,0,15.0,evening,20.178267239099554,very_long
38.0,4.7,fog,jam,2,buffet,scooter,1.0,yes,metropolitian,42,4,0,15.0,evening,13.788169484007305,long
21.0,3.1,sunny,low,1,buffet,scooter,0.0,no,metropolitian,34,3,0,5.0,night,13.789485363023294,long
,,cloudy,jam,0,drinks,motorcycle,1.0,no,metropolitian,44,3,1,,,13.406473968860336,long
26.0,4.8,sunny,medium,1,drinks,scooter,1.0,no,metropolitian,19,3,0,10.0,evening,7.601245065529116,medium
39.0,4.7,sandstorms,medium,1,buffet,scooter,0.0,no,metropolitian,30,3,0,5.0,afternoon,9.326359385740641,medium
27.0,4.1,fog,medium,1,drinks,scooter,1.0,no,metropolitian,32,3,0,10.0,afternoon,17.078934089494954,very_long
31.0,4.9,sunny,medium,2,buffet,scooter,1.0,no,urban,27,3,0,5.0,evening,16.63687991359242,very_long
31.0,4.8,sandstorms,high,1,buffet,scooter,1.0,no,metropolitian,26,3,0,5.0,morning,3.0295597395005274,short
21.0,4.7,fog,low,2,drinks,scooter,1.0,no,metropolitian,23,3,0,15.0,night,16.38385607184808,very_long
35.0,4.5,cloudy,high,2,meal,motorcycle,1.0,no,metropolitian,28,3,1,5.0,morning,3.104402431477901,short
24.0,4.9,sandstorms,jam,1,drinks,motorcycle,0.0,no,metropolitian,26,3,1,10.0,night,19.882650147415998,very_long
21.0,4.1,stormy,jam,0,meal,motorcycle,0.0,no,urban,31,4,0,10.0,evening,10.587929946825927,long
32.0,4.6,cloudy,jam,2,buffet,motorcycle,1.0,no,,27,3,0,10.0,evening,7.448937379729502,medium
20.0,4.6,stormy,medium,1,drinks,motorcycle,0.0,no,metropolitian,16,3,0,10.0,afternoon,19.91059239709516,very_long
32.0,4.9,fog,low,2,buffet,scooter,1.0,no,urban,17,3,1,5.0,morning,,
38.0,4.9,windy,jam,2,snack,motorcycle,1.0,no,metropolitian,28,4,0,5.0,evening,10.42729940099495,long
34.0,4.6,fog,jam,1,buffet,motorcycle,1.0,no,urban,44,3,0,5.0,evening,10.72467208673564,long
38.0,4.9,sunny,jam,0,buffet,motorcycle,1.0,no,metropolitian,27,3,1,5.0,night,10.868263117988388,long
35.0,4.9,windy,medium,2,snack,scooter,0.0,no,metropolitian,30,3,0,15.0,afternoon,16.384366809227615,very_long
39.0,4.6,stormy,low,2,snack,scooter,0.0,no,metropolitian,25,3,0,5.0,night,16.826241648658115,very_long
34.0,4.9,sunny,medium,0,buffet,motorcycle,0.0,no,metropolitian,35,3,0,5.0,afternoon,16.601240146481178,very_long
33.0,5.0,cloudy,medium,0,drinks,motorcycle,2.0,yes,metropolitian,48,3,0,15.0,afternoon,19.76188040923094,very_long
24.0,4.3,sandstorms,low,0,buffet,motorcycle,1.0,no,metropolitian,29,3,0,10.0,morning,3.0405372416448646,short
21.0,4.7,fog,low,2,meal,scooter,0.0,no,metropolitian,22,3,0,10.0,night,10.60258238247256,long
29.0,4.9,windy,medium,0,meal,motorcycle,1.0,no,metropolitian,22,3,0,10.0,evening,12.464528059716372,long
37.0,4.9,windy,medium,0,buffet,motorcycle,1.0,no,urban,30,3,0,10.0,afternoon,5.960345509794304,medium
30.0,4.9,sunny,low,2,meal,scooter,1.0,no,metropolitian,20,2,0,10.0,night,19.042551215053887,very_long
29.0,4.6,windy,low,2,snack,motorcycle,1.0,no,metropolitian,19,3,0,5.0,night,10.602504075104976,long
34.0,4.4,fog,jam,2,meal,scooter,0.0,yes,metropolitian,43,3,0,15.0,evening,16.601408334261674,very_long
27.0,4.5,sunny,medium,2,drinks,motorcycle,0.0,no,urban,18,3,1,5.0,evening,7.790439155314363,medium
32.0,4.8,sunny,high,2,meal,motorcycle,1.0,no,urban,20,3,0,10.0,morning,3.0735639629147333,short
